Institution Name;English Institution Name;Country Code;Institution Category - English;Name of the city;Geographic coordinates - latitude;Geographic coordinates - longitude;Total students enrolled ISCED 5-7
Висока текстилна струковна школа за дизајн, технологију и менаџмент у Београду;Higher School of Vocational Studies for Textile Design, Technology and Management - Belgrade;RS;m;Belgrade;44,810445;20,478221;449
Visoka škola strukovnih studija za obrazovanje vaspitača u Novom Sadu;Higher school of Vocational Studies in Education of Teachers - Novi Sad;RS;m;Novi Sad;45,252827;19,841213;560
Висока пословна школа струковних студија Лесковац;Higher Business School of Vocational Studies - Leskovac;RS;m;Leskovac;43,00017;21,949462;1014
Висока медицинска и пословно-технолошка школа струковних студија у Шапцу;Highеr Medical and Business - Technological School of Vocational Studies - Sabac;RS;m;Šabac;44,747669;19,712226;839
Visoka škola strukovnih studija za informacione tehnologije;Higher school of Vocational Studies for Information Technologies - Belgrade (Zemun);RS;m;Zemun;44,84856;20,404754;892
Висока инжењерска школа струковних студија - ТЕХНИКУМ ТАУРУНУМ;Higher Engineering school of Vocational Studies  - Belgrade (Zemun);RS;m;Zemun;44,850044;20,404565;943
Visoka turistička škola strukovnih studija Beograd;Higher Tourism School of Vocational Studies - Belgrade;RS;m;Novi Beograd;44,826404;20,401387;1196
Универзитет УНИОН – Београд;Union University Belgrade;RS;Private university;Belgrade;44,816498;20,452726;2896
ВИСОКА ПОСЛОВНА ШКОЛА СТРУКОВНИХ СТУДИЈА БЛАЦЕ;Higher Business School of Vocational Studies - Blace;RS;m;Blace;43,295963;21,28721;1268
Универзитета одбране у Београду;University of Defence Belgrade;RS;State university;Belgrade;44,776064;20,468289;867
Висока школа струковних студија за образовање васпитача и тренера у Суботици;Higher school of Vocational Studies in Education of Teachers - Subotica;RS;m;Subotica;46,104008;19,682707;499
Visoka škola strukovnih studija za ekonomiju i upravu;Higher School of Vocational Studies of Economics and Administration - Belgrade;RS;m;Belgrade;44,76308;20,481452;237
Висока школа струковних студија за васпитаче - Крушевац;Higher school of Vocational Studies for Teachers - Krusevac;RS;m;Kruševac;43,577796;21,329153;454
Visoka škola strukovnih studija za obrazovanje vaspitača “Mihailo Pavlov”;Higher school of Vocational Studies for Teachers - Vrsac;RS;m;Vršac;45,117372;21,306223;377
Uppsala universitet;Uppsala University;SE;University;Uppsala;59,8509;17,630009;35819
Lunds universitet;Lund University;SE;University;Lund;55,712166;13,203922;33228
Göteborgs universitet;University of Gothenburg;SE;University;Göteborg;57,698172;11,971878;36701
Stockholms universitet;Stockholm University;SE;University;Stockholm;59,362174;18,057831;44015
Umeå universitet;Umeå university;SE;University;Umeå;63,820198;20,305345;25574
Linköpings universitet;Linköping University;SE;University;Linköping;58,397836;15,576007;21505
Karolinska institutet;Karolinska Institutet;SE;University;Stockholm;59,348096;18,023675;8610
Kungliga Tekniska högskolan;KTH Royal Institute of Technology;SE;University;Stockholm;59,34982;18,070511;16104
Chalmers tekniska högskola;Chalmers University of Technology;SE;University;Göteborg;57,689717;11,974166;9576
Luleå tekniska universitet;Luleå University of Technology;SE;University;Luleå;65,617996;22,140179;11329
Handelshögskolan i Stockholm;Stockholm School of Economics;SE;University;Stockholm;59,341618;18,056791;1768
Sveriges lantbruksuniversitet;Swedish University of Agricultural Sciences;SE;University;Uppsala;59,900276;17,594444;4693
Karlstads universitet;Karlstad University;SE;University;Karlstad;59,406399;13,582588;12200
Örebro universitet;Örebro University;SE;University;Örebro;59,254276;15,24923;12979
Mittuniversitetet;Mid-Sweden University;SE;University;Östersund;63,177128;14,649071;12389
Blekinge tekniska högskola;Blekinge Institute of Technology;SE;University college;Karlskrona;56,181932;15,590525;4740
Stiftelsen Högskolan i Jönköping;Jönköping University;SE;University college;Jönköping;57,778556;14,161934;9750
Malmö högskola;Malmö University;SE;University college;Malmö;55,608795;12,994561;17322
Mälardalens högskola;Mälardalen University;SE;University college;Västerås;59,618665;16,540558;14243
Gymnastik- och idrottshögskolan;Swedish School of Sport and Health Sciences, GIH;SE;University college;Stockholm;59,346735;18,081192;1117
Högskolan i Borås;University of Borås;SE;University college;Borås;57,724665;12,939993;7278
Högskolan Dalarna;Dalarna University;SE;University college;Falun;60,613768;15,653605;12227
Högskolan i Gävle;University of Gävle;SE;University college;Gävle;60,66858;17,118791;11789
Högskolan i Halmstad;Halmstad University;SE;University college;Halmstad;56,664906;12,877853;7924
Högskolan Kristianstad;Kristianstad University;SE;University college;Kristianstad;56,048501;14,146265;10898
Högskolan i Skövde;University of Skövde;SE;University college;Skövde;58,394125;13,853491;5625
Högskolan Väst;University West;SE;University college;Trollhättan;58,282875;12,293782;8025
Södertörns högskola;Södertörn University;SE;University college;Huddinge;59,219331;17,943255;9094
Försvarshögskolan;Swedish Defence University;SE;University college;Stockholm;59,349095;18,069446;764
Konstfack;University of Arts, Crafts and Design;SE;University college;Stockholm;59,299678;17,993031;763
Kungliga Konsthögskolan;Royal Institute of Art;SE;University college;Stockholm;59,324299;18,083263;234
Kungliga Musikhögskolan i Stockholm;Royal College of Music in Stockholm;SE;University college;Stockholm;59,344856;18,082208;924
Ersta Sköndal Bräcke högskola;Ersta Sköndal Bräcke University College;SE;University college;Stockholm;59,316704;18,086087;1442
Röda Korsets högskola;The Red Cross University College;SE;University college;Stockholm;59,351175;18,072326;909
Sophiahemmet högskola;Sophiahemmet University;SE;University college;Stockholm;59,346328;18,076891;932
Linnéuniversitetet;Linnaeus University;SE;University;Växjö;56,854485;14,830026;25376
Stockholms konstnärliga Högskola;Stockholm University of the Arts;SE;University college;Stockholm;59,334717;18,095102;712
Univerza v Ljubljani;University of Ljubljana;SI;University;Ljubljana;46,049194;14,504155;38750
Univerza v Mariboru;University of Maribor;SI;University;Maribor;46,559189;15,643307;13873,5
Univerza na Primorskem;University of Primorska;SI;University;Koper;45,547969;13,729504;4999
Univerza v Novi Gorici;University of Nova Gorica;SI;University;Nova Gorica;45,942261;13,639543;409
Gea College - Fakulteta za podjetništvo;GEA Faculty of Entrepreneurship;SI;Free-standing higher education institutions;Ljubljana;46,082195;14,513699;287
Fakulteta za upravljanje, poslovanje in informatiko Novo mesto;Faculty of Business, Management and Informatics Novo mesto;SI;Free-standing higher education institutions;Novo Mesto;45,804338;15,16357;105
Fakulteta za komercialne in poslovne vede;Faculty of Commercial and Business Sciences;SI;Free-standing higher education institutions;Celje;46,240248;15,253181;553
DOBA Fakulteta za uporabne poslovne in družbene študije;DOBA Business School;SI;Free-standing higher education institutions;Maribor;46,560795;15,651561;1070
Fakulteta za zdravstvo Angele Boškin;Angela Boškin Faculty Of Health Care;SI;Free-standing higher education institutions;Jesenice;46,441236;14,035958;336
Fakulteta za državne in evropske študije;Faculty of Government and European Studies;SI;Free-standing higher education institutions;Kranj;46,272723;14,380629;269
Evropska pravna fakulteta;European Faculty of Law in Nova Gorica;SI;Free-standing higher education institutions;Nova Gorica;45,956384;13,645984;809
Fakulteta za uporabne družbene študije v Novi Gorici;School of Advanced Social Studies in Nova Gorica;SI;Free-standing higher education institutions;Nova Gorica;45,9532;13,649106;271
Mednarodna fakulteta za družbene in poslovne študije;International School for Social and Business Studies;SI;Free-standing higher education institutions;Celje;46,233942;15,26788;394
Fakulteta za informacijske študije v Novem mestu;Faculty of Information Studies in Novo mesto;SI;Free-standing higher education institutions;Novo Mesto;45,817427;15,154174;212
Fakulteta za dizajn, samostojni visokošolski zavod, pridružena članica Univerze na Primorskem;Faculty of design, associated member of University of Primorska;SI;Free-standing higher education institutions;Trzin;46,122192;14,547444;338
Univerza v Novem mestu Fakulteta za zdravstvene vede;University of Novo mesto Faculty of health sciences;SI;Free-standing higher education institutions;Novo Mesto;45,80434;15,163568;394
Visoka šola za varstvo okolja;Environmental Protection College;SI;Free-standing higher education institutions;Velenje;46,361117;15,114444;138
Visoka šola za storitve v Ljubljani;Higher School of Applied Sciences;SI;Free-standing higher education institutions;Ljubljana;46,045935;14,469183;203
Visoka zdravstvena šola v Celju;College of Nursing in Celje;SI;Free-standing higher education institutions;Celje;46,233791;15,268015;180
Mednarodna podiplomska šola Jožefa Stefana;Jožef Stefan International Postgraduate School;SI;Free-standing higher education institutions;Ljubljana;46,042356;14,487859;19
Evro-sredozemska univerza;Euro-Mediterranean University;SI;University;Piran;45,528182;13,567542;m
Alma Mater Europaea  - Evropski center, Maribor;Alma Mater Europaea - European Centre Maribor (ESM);SI;Free-standing higher education institutions;Maribor;46,560155;15,645332;1057
Fakulteta za poslovne in upravne vede Novo mesto;Faculty of business and management sciences Novo mesto;SI;Free-standing higher education institutions;Novo Mesto;45,80434;15,163568;30
Fakulteta za poslovne vede;Faculty of business studies;SI;Free-standing higher education institutions;Ljubljana;46,050631;14,511598;26
Fakulteta za medije;Faculty of Media;SI;Free-standing higher education institutions;Ljubljana;46,06504;14,556789;52
Fakulteta za industrijski inženiring Novo mesto;Faculty of Industrial Engineering, Novo mesto;SI;Free-standing higher education institutions;Novo Mesto;45,794683;15,159413;158
Fakulteta za organizacijske študije v Novem mestu;Faculty of Organisation Studies Novo mesto;SI;Free-standing higher education institutions;Novo Mesto;45,804413;15,163208;57
Poslovna šola Bled, Fakulteta za podiplomski študij managementa;IEDC-Bled School of Management;SI;Free-standing higher education institutions;Bled;46,370582;14,108666;79
Alma Mater Europaea - Institutum Studiorum Humanitatis Fakulteta za podiplomski humanistični študij;Alma Mater Europaea – Institutum Studiorum Humanitatis, Graduate School of the Humanities, Ljubljana;SI;Free-standing higher education institutions;Ljubljana;46,073207;14,511864;7
Alma Mater Europaea - Akademija za ples, samostojni visokošolski zavod;Academy of dance;SI;Free-standing higher education institutions;Ljubljana;46,061217;14,514787;6
ArtHouse - Šola za risanje in slikanje;College of Visual Arts;SI;Free-standing higher education institutions;Šentvid;46,085614;14,480677;85
Visoka šola za proizvodno inženirstvo, Celje;College of Industrial Engineering;SI;Free-standing higher education institutions;Celje;46,232133;15,266675;29
Fakulteta za tehnologije in sisteme;Faculty of Technology and Systems;SI;Free-standing higher education institutions;Novo Mesto;45,80434;15,163568;52
Visoka poslovna šola Erudio;ERUDIO Business school;SI;Free-standing higher education institutions;Ljubljana;46,07827;14,490967;97
Visoka šola za hotelirstvo in turizem Bled;College of hospitality and tourism management Bled;SI;Free-standing higher education institutions;Bled;46,371098;14,110139;35
B2 Visoka šola za poslovne vede, zavod;Ljubljana School of Business;SI;Free-standing higher education institutions;Ljubljana;46,044981;14,485133;172
Visoka šola za računovodstvo in finance;College of accounting and finance;SI;Free-standing higher education institutions;Ljubljana;46,086329;14,481847;80
Visoka šola za tehnologijo polimerov;Polymer Technology College;SI;Free-standing higher education institutions;Slovenj Gradec;46,513804;15,075598;91
Visoka šola za trajnostni turizem Erudio, samostojni visokošolski zavod;ERUDIO School of Sustainable Tourism;SI;Free-standing higher education institutions;Ljubljana;46,07827;14,490967;33
Visoka šola za zdravstvene vede Slovenj Gradec;University College of Health Sciences Slovenj Gradec;SI;Free-standing higher education institutions;Slovenj Gradec;46,510155;15,080255;122
IBS Mednarodna poslovna šola Ljubljana;IBS International Business School Ljubljana;SI;Free-standing higher education institutions;Ljubljana;46,042023;14,495613;39
IAM Visoka šola za multimedije, Ljubljana;IAM College for Multimedia, Ljubljana;SI;Free-standing higher education institutions;Ljubljana;46,06504;14,556789;56
Visoka šola Ravne na Koroškem;College of Ravne na Koroškem;SI;Free-standing higher education institutions;Ravne Na Koroškem;46,547031;14,942114;7
Visoka šola na Ptuju;College of Ptuj;SI;Free-standing higher education institutions;Ptuj;46,422837;15,863198;7
Visoka šola za upravljanje podeželja Grm Novo mesto;Landscape Governance College Grm Novo mesto;SI;Free-standing higher education institutions;Novo Mesto;45,832821;15,189926;32
B&B Visokošolski zavod Kranj;B&B Higher education institution Kranj;SI;Free-standing higher education institutions;Kranj;46,223396;14,357213;48
Podiplomska šola ZRC SAZU;Postgraduate School ZRC SAZU;SI;Free-standing higher education institutions;Ljubljana;46,047672;14,504774;a
MLC Fakulteta za management in pravo Ljubljana;MLC Management and law college Ljubljana;SI;Free-standing higher education institutions;Ljubljana;46,034818;14,456987;114
Visoka šola za gradbeno inženirstvo Kranj;College of civil engineering Kranj;SI;Free-standing higher education institutions;Kranj;46,241764;14,348701;53
Visokošolski zavod Fizioterapevtika;Higher educational institution Fizioterapevtika;SI;Free-standing higher education institutions;Medvode;46,129659;14,413646;102
Akademija za vizualne umetnosti - AVA;Academy of Visual Arts - AVA;SI;Free-standing higher education institutions;Ljubljana;46,051979;14,50705;23
AREMA - Visoka šola za regionalni management Rogaška Slatina;AREMA - Academy for regional management;SI;Free-standing higher education institutions;Rogaška Slatina;46,229076;15,638288;50
Univerzita Komenského v Bratislave;Comenius University in Bratislava;SK;University;Bratislava;48,141157;17,115457;19531
Univerzita Pavla Jozefa Šafárika v Košiciach;Pavol Jozef Šafárik University in Košice;SK;University;Košice;48,719015;21,251462;6272
Prešovska Univerzita v Prešove;University of Prešov in Prešov;SK;University;Prešov;48,991279;21,232846;7203
Univerzita Sv. Cyrila A Metoda v Trnave;University of Ss. Cyril and Methodius in Trnava;SK;University;Trnava;48,383376;17,589026;4541
Katolická Univerzita v Ružomberku;Catholic University in Ružomberok;SK;University;Ružomerok;49,079376;19,299236;2897
Univerzita J. Selyeho v Komárne;Selye János University in Komárno;SK;University;Komárno;47,75438;18,132681;1348
Vysoká škola Danubius;College Danubius;SK;HEI;Sládkovičovo;48,202767;17,631988;129
Paneurópska vysoká škola;Pan-European University;SK;HEI;Bratislava;48,159133;17,163524;1202
Slovenská Zdravotnícka Univerzita v Bratislave;Slovak Medical University in Bratislava;SK;University;Bratislava;48,168501;17,086746;1235
Vysoká Škola Zdravotníctva A Sociálnej Práce Sv. Alžbety v Bratislave, N.O.;St. Elizabeth University of Health and Social Work in Bratislava, n. o.;SK;HEI;Bratislava;48,141854;17,111244;1852
Univerzita Veterinárskeho Lekárstva v Košiciach;University of Veterinary Medicine in Košice;SK;University;Košice;48,73844;21,246007;1796
Univerzita Konštantína Filozofa v Nitre;Constantine the Philosopher Univeristy in Nitra;SK;University;Nitra;48,308405;18,09142;6168
Univerzita Mateja Bela v Banskej Bystrici;Matej Bel University in Banská Bystrica;SK;University;Banská Bystrica;48,733366;19,145616;6038
Trnavská Univerzita v Trnave;University of Trnava in Trnava;SK;University;Trnava;48,379576;17,586971;3477
Slovenská Technická Univerzita v Bratislave;Slovak University of Technology in Bratislava;SK;University;Bratislava;48,154712;17,117203;12225
Technická Univerzita v Košiciach;Technical University of Košice;SK;University;Košice;48,730518000000004;21,245459;7765
Dubnický Technologický Inštitút V Dubnici Nad Váhom;Dubnica Technology Institute in Dubnica nad Váhom;SK;HEI;Dubnica nad Váhom;48,960276;18,160397;177
Žilinská Univerzita v Žiline;University of Žilina in Žilina;SK;University;Žilina;49,203299;18,755288;6992
Trenčianska Univerzita Alexandra Dubčeka v Trenčíne;Alexander Dubček University of Trenčín in Trenčín;SK;University;Trenčín;48,898681;18,047569;1651
Ekonomická Univerzita v Bratislave;University of Economics in Bratislava;SK;University;Bratislava;48,125825;17,133216;6691
Vysoká Škola Ekonómie A Manažmentu Verejnej Správy v Bratislave;School of Economics and Management of Public Administration in Bratislava;SK;HEI;Bratislava;48,126287;17,12314;447
Vysoká Škola Manažmentu v Trenčíne;School of Management in Trenčín;SK;HEI;Trenčín;48,887725;18,029527;494
Stredoeurópska Vysoká Škola v Skalici;University of Central Europe in Skalica;SK;HEI;Skalica;48,847161;17,232576;95
Vysoká Škola Medzinárodného Podnikania Ism Slovakia v Prešove;College of International Business ISM Slovakia in Prešov;SK;HEI;Prešov;48,993233;21,232157;150
Slovenská Poľnohospodárska Univerzita v Nitre;Slovak University of Agriculture in Nitra;SK;University;Nitra;48,307167;18,093666;6059
Technická Univerzita vo Zvolene;University of Technology in Zvolen;SK;University;Zvolen;48,571979;19,118064;2284
Vysoká Škola Múzických Umení v Bratislave;Academy of Performing Arts in Bratislava;SK;HEI;Bratislava;48,142354;17,106358;925
Vysoká Škola Výtvarných Umení v Bratislave;Academy of Fine Arts and Design in Bratislava;SK;HEI;Bratislava;48,141823;17,107649;581
Akadémia Umení v Banskej Bystrici;Academy of Arts in Banská Bystrica;SK;HEI;Banská Bystrica;48,741468;19,152539;492
Akadémia Ozbrojených Síl Generála Milana Rastislava Štefánika V Liptovskom Mikuláši;Armed Forces Academy of General Milan Rastislav Štefánik in Liptovský Mikuláš;SK;HEI;Liptovský Mikuláš;49,068239;19,590904;219
Akadémia Policajného Zboru v Bratislave;Police Academy in Bratislava;SK;HEI;Rača;48,201845;17,166838;565
Vysoká Škola Bezpečnostného Manažérstva v Košiciach;Security Management College in Košice;SK;HEI;Košice;48,714318;21,253795;443
Abant İzzet Baysal Üniversitesi;Abant İzzet Baysal University;TR;State University;Bolu;40,714293;31,513035;29877
Abdullah Gül Üniversitesi;Abdullah Gül University;TR;State University;Kayseri;38,737122;35,473537;711
Adana Bilim ve Teknoloji Üniversitesi;Adana Science and Technology University;TR;State University;Adana;37,039244;35,385539;1430
Adıyaman Üniversitesi;Adıyaman University;TR;State University;Adıyaman;37,743872;38,231285;20401
Adnan Menderes Üniversitesi;Adnan Menderes University;TR;State University;Aydin;37,855267;27,858733;51560
Afyon Kocatepe Üniversitesi;Afyon Kocatepe University;TR;State University;Afyonkarahisar;38,812059;30,535656;45119
Ağrı İbrahim Çeçen Universitesi;Ağrı İbrahim Çeçen University;TR;State University;Ağrı;39,721907;42,992496;10888
Ahi Evran Üniversitesi;Ahi Evran University;TR;State University;Kırşehir;39,142957;34,124721;19130
Akdeniz Üniversitesi;Akdeniz University;TR;State University;Antalya;36,894561;30,655352;64883
Aksaray Üniversitesi;Aksaray University;TR;State University;Aksaray;38,325215;33,977648;22405
Amasya Üniversitesi;Amasya University;TR;State University;Amasya;40,653544;35,805264;16921
Anadolu Üniversitesi;Anadolu University;TR;State University;Eskişehir;39,791291;30,499188;3021141
Ankara Üniversitesi;Ankara University;TR;State University;Ankara;39,934888;32,833851;58935
Artvin Çoruh Üniversitesi;Artvin Çoruh University;TR;State University;Artvin;41,198406;41,849579;9289
Ardahan Üniversitesi;Ardahan University;TR;State University;Ardahan;41,131579;42,780231;4999
Atatürk Üniversitesi;Atatürk University;TR;State University;Erzurum;39,901253;41,248196;273553
Balıkesir Üniversitesi;Balıkesir University;TR;State University;Balikesir;39,541188;28,008706;36449
Bartın Üniversitesi;Bartın University;TR;State University;Bartin;41,600626;32,345842;14174
Batman Üniversitesi;Batman University;TR;State University;Batman;37,787488;41,063081;12463
Bayburt Üniversitesi;Bayburt University;TR;State University;Bayburt;40,249417;40,23131;9181
Bilecik Şeyh Edebali Üniversitesi;Bilecik Şeyh Edebali University;TR;State University;Bilecik;40,188924;29,968945;16819
Bingöl Üniversitesi;Bingöl University;TR;State University;Bingöl;38,896414;40,489279;14051
Bitlis Eren Üniversitesi;Bitlis Eren University;TR;State University;Bitlis;38,478611;42,161721;8545
Boğaziçi Üniversitesi;Boğaziçi University;TR;State University;Istanbul;41,084749;29,051048;15192
Bozok Üniversitesi;Bozok University;TR;State University;Yozgat;39,818299;34,796112;15906
Bursa Teknik Üniversitesi;Bursa Teknik University;TR;State University;Bursa;40,187463;29,13012;2444
Bülent Ecevit Üniversitesi;Bülent Ecevit University;TR;State University;Zonguldak;41,451361;31,763046;32375
Manisa Celal Bayar Üniversitesi;Manisa Celal Bayar University;TR;State University;Manisa;38,678127;27,308033000000002;52282
Cumhuriyet Üniversitesi;Cumhuriyet University;TR;State University;Sivas;39,708689;37,020294;54346
Çanakkale Onsekiz Mart Üniversitesi;Çanakkale Onsekiz Mart University;TR;State University;Çanakkale;40,111909;26,415311;47595
Çankırı Karatekin Üniversitesi;Çankırı Karatekin University;TR;State University;Çankırı;40,622354;33,613948;13762
Çukurova Üniversitesi;Cukurova University;TR;State University;Adana;37,058263;35,355607;52404
Dicle Üniversitesi;Dicle University;TR;State University;Diyarbakir;37,92034;40,265833;31604
Dokuz Eylül Üniversitesi;Dokuz Eylül University;TR;State University;Izmir;38,430823;27,136976;71521
Dumlupınar  Üniversitesi;Dumlupınar University;TR;State University;Kütahya;39,478715;29,897684;55361
Düzce Üniversitesi;Düzce University;TR;State University;Düzce;40,907332;31,183141;27013
Ege Üniversitesi;Ege University;TR;State University;Izmir;38,455871;27,228945;59936
Erciyes Üniversitesi;Erciyes University;TR;State University;Kayseri;38,710282;35,533576;60521
Erzincan Üniversitesi;Erzincan University;TR;State University;Erzincan;39,746317;39,514888;22119
Erzurum Teknik Üniversitesi;Erzurum Technical University;TR;State University;Erzurum;39,916992;41,240289;3378
Eskişehir Osmangazi Üniversitesi;Eskişehir Osmangazi University;TR;State University;Eskişehir;39,75041;30,485291;29365
Fırat Üniversitesi;Fırat University;TR;State University;Elâzığ;38,677798;39,201946;40486
Galatasaray Üniversitesi;Galatasaray University;TR;State University;İstanbul;41,045998;29,019892;4346
Gazi Üniversitesi;Gazi University;TR;State University;Ankara;39,942017;32,823005;74384
Gaziantep Üniversitesi;Gaziantep University;TR;State University;Gaziantep;37,036037;37,314095;48835
Gaziosmanpaşa Üniversitesi;Gaziosmanpaşa University;TR;State University;Tokat;40,330928;36,479454;32197
Gebze Teknik Üniversitesi;Gebze Technical University;TR;State University;Gebze;40,811602;29,357952;6085
Giresun Üniversitesi;Giresun University;TR;State University;Giresun;40,916548;38,322169;29399
Gümüşhane Üniversitesi;Gümüşhane University;TR;State University;Gümüşhane;40,436209;39,515871;18107
Hacettepe Üniversitesi;Hacettepe University;TR;State University;Ankara;39,931837;32,863357;46807
Hakkari Üniversitesi;Hakkari University;TR;State University;Hakkâri;37,561146;43,723202;2176
Harran Üniversitesi;Harran University;TR;State University;Şanlıurfa;37,175559;38,799322;22608
Hitit Üniversitesi;Hitit University;TR;State University;Çorum;40,570912;34,981064;17117
Iğdır Üniversitesi;Iğdır University;TR;State University;Iğdır;39,814917;44,076237;5818
İstanbul Medeniyet Üniversitesi;İstanbul Medeniyet University;TR;State University;İstanbul;40,995309;29,064563;3995
Inönü Üniversitesi;İnönü University;TR;State University;Malatya;38,330313;38,439967;40920
İstanbul Üniversitesi;İstanbul University;TR;State University;İstanbul;41,013319;28,96377;243929
İstanbul Teknik Üniversitesi;İstanbul Technical University;TR;State University;İstanbul;41,105702;29,025317;35308
İzmir Kâtip Çelebi Üniversitesi;İzmir Kâtip Çelebi University;TR;State University;İzmir;38,511379;27,032773;9827
İzmir Yüksek Teknoloji Enstitüsü;İzmir Institute of Technology;TR;State University;İzmir;38,319116;26,643217;4367
Kafkas Üniversitesi;Kafkas University;TR;State University;Kars;40,583735;43,06664;18541
Kahramanmaraş Sütçü İmam Üniversitesi;Kahramanmaraş Sütçü İmam University;TR;State University;Kahramanmaras;37,585747;36,818799;36221
Karabük Üniversitesi;Karabük University;TR;State University;Karabük;41,216102;32,651636;50275
Karamanoğlu Mehmetbey Üniversitesi;Karamanoğlu Mehmetbey University;TR;State University;Karaman;37,177284;33,2543;14123
Karadeniz Teknik Üniversitesi;Karadeniz Technical University;TR;State University;Trabzon;40,997657;39,770881;55395
Kastamonu Üniversitesi;Kastamonu University;TR;State University;Kastamonu;41,375876;33,777631;26696
Kırıkkale Üniversitesi;Kırıkkale University;TR;State University;Kırıkkale;39,879394;33,445779;37105
Kırklareli Üniversitesi;Kırklareli University;TR;State University;Kırklareli;41,795504;27,168568;24687
Kilis 7 Aralık Üniversitesi;Kilis 7 Aralık University;TR;State University;Kilis;36,731481;37,102748;8122
Kocaeli Üniversitesi;Kocaeli University;TR;State University;Kocaeli;40,822762;29,922097;79322
Mardin Artuklu Üniversitesi;Mardin Artuklu University;TR;State University;Mardin;37,335057;40,706632;8339
Marmara Üniversitesi;Marmara University;TR;State University;İstanbul;40,985836;29,051;77048
Mehmet Akif Ersoy Üniversitesi;Mehmet Akif Ersoy University;TR;State University;Burdur;37,690945;30,34321;28633
Mersin Üniversitesi;Mersin University;TR;State University;Mersin;36,787014;34,525433;44329
Mimar Sinan Güzel Sanatlar Üniversitesi;Mimar Sinan Fine Arts University;TR;State University;İstanbul;41,029487;28,988688;9749
Muğla Sıtkı Koçman Üniversitesi;Muğla Sıtkı Koçman University;TR;State University;Muğla;37,1636;28,371327;42564
Mustafa Kemal Üniversitesi;Mustafa Kemal University;TR;State University;Antakya;36,333927;36,198643;23745
Muş Alparslan Üniversitesi;Muş Alparslan University;TR;State University;Muş;38,770243;41,426741;8712
Namık Kemal Üniversitesi;Namık Kemal University;TR;State University;Tekirdağ;40,993567;27,584208;33018
Necmettin Erbakan Üniversitesi;Necmetin Erbakan University;TR;State University;Konya;37,878693;32,484457;33038
Nevşehir Hacı Bektaş Veli Üniversitesi;Nevşehir Hacı Bektaş Veli University;TR;State University;Nevşehir;38,675152;34,742387;17685
Niğde Ömer Halisdemir Üniversitesi;Niğde Ömer Halisdemir University;TR;State University;Nigde;37,942076;34,622389;26216
Ondokuz Mayıs Üniversitesi;Ondokuz Mayıs University;TR;State University;Samsun;41,367232;36,198467;53114
Ordu Üniversitesi;Ordu University;TR;State University;Ordu;40,975725;37,969126;19980
Orta Doğu Teknik Üniversitesi;Middle East Technical University;TR;State University;Ankara;39,894903;32,783803;25473
Osmaniye Korkut Ata Üniversitesi;Osmaniye Korkut Ata University;TR;State University;Osmaniye;37,039943;36,222596;13007
Pamukkale Üniversitesi;Pamukkale University;TR;State University;Denizli;37,738168;29,104008;56519
Recep Tayyip Erdoğan Üniversitesi;Recep Tayyip Erdoğan University;TR;State University;Rize;41,037609;40,493203;19002
Sakarya Üniversitesi;Sakarya University;TR;State University;Sakarya;40,741043;30,332606;87693
Selçuk Üniversitesi;Selçuk University;TR;State University;Konya;38,025572;32,51442;93149
Siirt Üniversitesi;Siirt University;TR;State University;Siirt;37,96322;41,842963;11047
Sinop Üniversitesi;Sinop University;TR;State University;Sinop;42,005901;35,090231;9239
Süleyman Demirel Üniversitesi;Süleyman Demirel University;TR;State University;Isparta;37,829204;30,526265;82318
Şırnak Üniversitesi;Şırnak University;TR;State University;Şırnak;37,50491;42,428339;2787
Trakya Üniversitesi;Trakya University;TR;State University;Edirne;41,636538;26,613364;45218
Munzur Üniversitesi;Munzur University;TR;State University;Tunceli;39,046176;39,518121;6723
Türk-Alman Üniversitesi;Turkish-German University;TR;State University;İstanbul;41,144337;29,099326;881
Uludağ Üniversitesi;Uludağ University;TR;State University;Bursa;40,22347;28,869152;67333
Uşak Üniversitesi;Uşak University;TR;State University;Uşak;38,674922;29,330612;29575
Yalova Üniversitesi;Yalova University;TR;State University;Yalova;40,651961;29,219379;14010
Ankara Yıldırım Beyazıt Üniversitesi;Ankara Yıldırım Beyazıt University;TR;State University;Ankara;40,132996;32,943949;12894
Yıldız Teknik Üniversitesi;Yıldız Technical University;TR;State University;İstanbul;41,052037;29,010676;33138
Yüzüncü Yıl Üniversitesi;Yüzüncü Yıl University;TR;State University;Van;38,569891;43,28908;29179
Acıbadem Üniversitesi;Acıbadem University;TR;Foundation University;İstanbul;40,978491;29,110278;3707
Alanya Hamdullah Emin Paşa Üniversitesi;Alanya Hamdullah Emin Paşa University;TR;Foundation University;Alanya;36,54822;32,032133;267
Atılım Üniversitesi;Atılım University;TR;Foundation University;Ankara;39,815797;32,723975;8931
Avrasya Üniversitesi;Avrasya University;TR;Foundation University;Trabzon;40,987814;39,805411;6855
Bahçeşehir Üniversitesi;Bahçeşehir University;TR;Foundation University;Istanbul;41,042169;29,009286;22831
Başkent Üniversitesi;Başkent University;TR;Foundation University;Ankara;39,887742;32,654259;13835
Beykent Üniversitesi;Beykent University;TR;Foundation University;Istanbul;41,117308;29,003593;31723
Bezmiâlem Vakıf Üniversitesi;Bezmiâlem Foundation University;TR;Foundation University;Istanbul;41,018405;28,936374;2982
