Institution Name;English Institution Name;Country Code;Institution Category - English;Total students enrolled ISCED 5-7;Total students enrolled at ISCED 8
"Conservatorio di L'AQUILA ""Alfredo Casella""";"Music Conservatory of L'AQUILA ""Alfredo Casella""";IT;Higher Institute for Musical and Choreographic Studies;493;a
"Conservatorio di LATINA ""Ottorino Respighi""";"Music Conservatory of LATINA ""Ottorino Respighi""";IT;Higher Institute for Musical and Choreographic Studies;240;a
"Conservatorio di LECCE ""Tito Schipa""";"Music Conservatory of LECCE ""Tito Schipa""";IT;Higher Institute for Musical and Choreographic Studies;490;a
"Conservatorio di MANTOVA ""Lucio Campiani""";"Music Conservatory of MANTOVA ""Lucio Campiani""";IT;Higher Institute for Musical and Choreographic Studies;218;a
"Conservatorio di MATERA ""Egidio R. Duni""";"Music Conservatory of MATERA ""Egidio R. Duni""";IT;Higher Institute for Musical and Choreographic Studies;555;a
"Conservatorio di MESSINA ""Arcangelo Corelli""";"Music Conservatory of MESSINA ""Arcangelo Corelli""";IT;Higher Institute for Musical and Choreographic Studies;377;a
"Conservatorio di MILANO ""Giuseppe Verdi""";"Music Conservatory of MILANO ""Giuseppe Verdi""";IT;Higher Institute for Musical and Choreographic Studies;940;a
"Conservatorio di MONOPOLI (BA) ""Nino Rota""";"Music Conservatory of MONOPOLI (BA) ""Nino Rota""";IT;Higher Institute for Musical and Choreographic Studies;352;a
"Conservatorio di NAPOLI ""S. Pietro a Majella""";"Music Conservatory of NAPOLI ""S. Pietro a Majella""";IT;Higher Institute for Musical and Choreographic Studies;867;a
"Conservatorio di NOVARA ""Guido Cantelli""";"Music Conservatory of NOVARA ""Guido Cantelli""";IT;Higher Institute for Musical and Choreographic Studies;284;a
"Conservatorio di PADOVA ""Cesare Pollini""";"Music Conservatory of PADOVA ""Cesare Pollini""";IT;Higher Institute for Musical and Choreographic Studies;534;a
"Conservatorio di PALERMO ""Vincenzo Bellini""";"Music Conservatory of PALERMO ""Vincenzo Bellini""";IT;Higher Institute for Musical and Choreographic Studies;823;a
"Conservatorio di PARMA ""Arrigo Boito""";"Music Conservatory of PARMA ""Arrigo Boito""";IT;Higher Institute for Musical and Choreographic Studies;576;a
"Conservatorio di PERUGIA ""Francesco Morlacchi""";"Music Conservatory of PERUGIA ""Francesco Morlacchi""";IT;Higher Institute for Musical and Choreographic Studies;338;a
"Conservatorio di PESARO ""Gioacchino Rossini""";"Music Conservatory of PESARO ""Gioacchino Rossini""";IT;Higher Institute for Musical and Choreographic Studies;400;a
"Conservatorio di PESCARA ""Luisa d’Annunzio""";"Music Conservatory of PESCARA ""Luisa d’Annunzio""";IT;Higher Institute for Musical and Choreographic Studies;541;a
"Conservatorio di PIACENZA ""Giuseppe Nicolini""";"Music Conservatory of PIACENZA ""Giuseppe Nicolini""";IT;Higher Institute for Musical and Choreographic Studies;296;a
"Conservatorio di POTENZA ""Gesualdo da Venosa""";"Music Conservatory of POTENZA ""Gesualdo da Venosa""";IT;Higher Institute for Musical and Choreographic Studies;204;a
"Conservatorio di REGGIO CALABRIA ""Francesco Cilea""";"Music Conservatory of REGGIO CALABRIA ""Francesco Cilea""";IT;Higher Institute for Musical and Choreographic Studies;295;a
"Conservatorio di ROMA ""Santa Cecilia""";"Music Conservatory of ROMA ""Santa Cecilia""";IT;Higher Institute for Musical and Choreographic Studies;1169;a
"Conservatorio di ROVIGO ""Francesco Venezze""";"Music Conservatory of ROVIGO ""Francesco Venezze""";IT;Higher Institute for Musical and Choreographic Studies;450;a
"Conservatorio di SALERNO ""G. Martucci""";"Music Conservatory of SALERNO ""G. Martucci""";IT;Higher Institute for Musical and Choreographic Studies;997;a
"Conservatorio di SASSARI ""Luigi Canepa""";"Music Conservatory of SASSARI ""Luigi Canepa""";IT;Higher Institute for Musical and Choreographic Studies;229;a
"Conservatorio di TORINO ""Giuseppe Verdi""";"Music Conservatory of TORINO ""Giuseppe Verdi""";IT;Higher Institute for Musical and Choreographic Studies;539;a
"Conservatorio di TRAPANI ""Antonio Scontrino""";"Music Conservatory of TRAPANI ""Antonio Scontrino""";IT;Higher Institute for Musical and Choreographic Studies;310;a
"Conservatorio di TRENTO ""Francesco A. Bonporti""";"Music Conservatory of TRENTO ""Francesco A. Bonporti""";IT;Higher Institute for Musical and Choreographic Studies;338;a
"Conservatorio di TRIESTE ""Giuseppe Tartini""";"Music Conservatory of TRIESTE ""Giuseppe Tartini""";IT;Higher Institute for Musical and Choreographic Studies;376;a
"Conservatorio di UDINE ""Jacopo Tomadini""";"Music Conservatory of UDINE ""Jacopo Tomadini""";IT;Higher Institute for Musical and Choreographic Studies;280;a
"Conservatorio di VENEZIA ""Benedetto Marcello"" - palazzo pisani";"Music Conservatory of VENEZIA ""Benedetto Marcello""";IT;Higher Institute for Musical and Choreographic Studies;316;a
"Conservatorio di VERONA ""E. F. dall’Abaco""";"Music Conservatory of VERONA ""E. F. dall’Abaco""";IT;Higher Institute for Musical and Choreographic Studies;309;a
"Conservatorio di VIBO VALENTIA ""Fausto Torrefranca""";"Music Conservatory of VIBO VALENTIA ""Fausto Torrefranca""";IT;Higher Institute for Musical and Choreographic Studies;845;a
"Conservatorio di VICENZA ""Arrigo Pedrollo""";"Music Conservatory of VICENZA ""Arrigo Pedrollo""";IT;Higher Institute for Musical and Choreographic Studies;442;a
"Istituto Superiore di Studi Musicali di AOSTA della Valle d'Aosta";"Music Institute of AOSTA della Valle d'Aosta";IT;Music Institute;74;a
"Istituto Superiore di Studi Musicali di BERGAMO ""Gaetano Donizetti""";"Music Institute of BERGAMO ""Gaetano Donizetti""";IT;Music Institute;135;a
"Istituto Superiore di Studi Musicali di CALTANISSETTA ""Vincenzo Bellini""";"Music Institute of CALTANISSETTA ""Vincenzo Bellini""";IT;Music Institute;230;a
"Istituto Superiore di Studi Musicali di CATANIA ""Vincenzo Bellini""";"Music Institute of CATANIA ""Vincenzo Bellini""";IT;Music Institute;515;a
"Istituto Superiore di Studi Musicali di CREMONA ""Claudio Monteverdi""";"Music Institute of CREMONA ""Claudio Monteverdi""";IT;Music Institute;51;a
"Istituto Superiore di Studi Musicali di GALLARATE (VA) ""Giacomo Puccini""";"Music Institute of GALLARATE (VA) ""Giacomo Puccini""";IT;Music Institute;27;a
"Istituto Superiore di Studi Musicali di LIVORNO ""Pietro Mascagni""";"Music Institute of LIVORNO ""Pietro Mascagni""";IT;Music Institute;194;a
"Istituto Superiore di Studi Musicali di LUCCA ""Luigi Boccherini""";"Music Institute of LUCCA ""Luigi Boccherini""";IT;Music Institute;192;a
"Istituto Superiore di Studi Musicali di NOCERA TERINESE (CZ) ""P.I. Tchaikovsky""";"Music Institute of NOCERA TERINESE (CZ) ""P.I. Tchaikovsky""";IT;Music Institute;345;a
"Istituto Superiore di Studi Musicali di PAVIA ""Franco Vittadini""";"Music Institute of PAVIA ""Franco Vittadini""";IT;Music Institute;183;a
"Istituto Superiore di Studi Musicali di RAVENNA ""Giuseppe Verdi""";"Music Institute of RAVENNA ""Giuseppe Verdi""";IT;Music Institute;43;a
"Istituto Superiore di Studi Musicali di RIMINI ""G. Lettimi""";"Music Institute of RIMINI ""G. Lettimi""";IT;Music Institute;45;a
"Istituto Superiore di Studi Musicali di SIENA ""Rinaldo Franci""";"Music Institute of SIENA ""Rinaldo Franci""";IT;Music Institute;100;a
"Istituto Superiore di Studi Musicali di TARANTO ""Giovanni Paisiello""";"Music Institute of TARANTO ""Giovanni Paisiello""";IT;Music Institute;175;a
"Conservatorio di TERAMO ""Gaetano Braga""";"Music Conservatory of TERAMO ""Gaetano Braga""";IT;Higher Institute for Musical and Choreographic Studies;128;a
"Istituto Superiore di Studi Musicali di TERNI ""Giulio Briccialdi""";"Music Institute of TERNI ""Giulio Briccialdi""";IT;Music Institute;130;a
Istituto Superiore per le Industrie Artistiche (ISIA) di FAENZA (RA);ISIA of Faenza;IT;Higher Institutes for Artistic Industries;100;a
Istituto Superiore per le Industrie Artistiche (ISIA) di FIRENZE;ISIA of Firenze;IT;Higher Institutes for Artistic Industries;185;a
Istituto Superiore per le Industrie Artistiche (ISIA) di ROMA;ISIA of Roma;IT;Higher Institutes for Artistic Industries;441;a
Istituto Superiore per le Industrie Artistiche (ISIA) di URBINO (PU);ISIA of Urbino;IT;Higher Institutes for Artistic Industries;217;a
LINK CAMPUS University;Link Campus University;IT;University;1860;a
"Istituto Superiore di Studi Musicali di MODENA e CARPI ""Orazio Vecchi - Antonio Tonelli""";"Music Institute of MODENA e CARPI ""Orazio Vecchi - Antonio Tonelli""";IT;Music Institute;147;a
"Istituto Superiore di Studi Musicali di REGGIO EMILIA e CASTELNOVO NE' MONTI ""Achille Peri e Merulo""";"Music Institute of REGGIO EMILIA e CASTELNOVO NE' MONTI ""Achille Peri e Merulo""";IT;Music Institute;125;a
"Istituto Superiore di Studi Musicali di RIBERA (AG) ""Arturo Toscanini""";"Music Institute of RIBERA (AG) ""Arturo Toscanini""";IT;Music Institute;96;a
Humanitas University;Humanitas University;IT;University;612;23
Gran Sasso Science Institute;Gran Sasso Science Institute;IT;Higher School;a;42
Universität Liechtenstein;University of Liechtenstein;LI;University;619;35
Vilniaus universitetas;Vilnius University;LT;University;17783;839
Vilniaus Gedimino technikos universitetas;Vilnius Gediminas Technical University;LT;University;10221;205
Lietuvos edukologijos universitetas;Lithuanian University of Educational Sciences;LT;University;3524;40
Vilniaus dailes akademija;Vilnius Academy of Arts;LT;University;1620;42
Lietuvos muzikos ir teatro akademija;Lithuanian Academy of Music and Theatre;LT;University;852;34
Mykolo Romerio universitetas;Mykolas Romeris University;LT;University;9575;170
Generolo Jono Žemaicio Lietuvos karo akademija;The General Jonas Zemaitis Military Academy of Lithuania;LT;University;c;c
Kauno technologijos universitetas;Kaunas University of Technology;LT;University;9905;324
Vytauto Didžiojo universitetas;Vytautas Magnus University;LT;University;6719;202
Aleksandro Stulginskio universitetas;Aleksandras Stulginskis University;LT;University;4444;96
Lietuvos sporto universitetas;Lithuanian Sports University;LT;University;1809;49
Klaipedos universitetas;Klaipeda University;LT;University;3823;86
Šiauliu universitetas;Siauliai University;LT;University;2423;39
Viešoji istaiga Vilniaus universiteto Tarptautinio verslo mokykla;International Business School at Vilnius University;LT;University;c;c
Kazimieras Simonavicius University, UAB;Kazimiero Simonaviciaus University;LT;University;552;0
ISM Vadybos ir ekonomikos universitetas, UAB;ISM University of Management and Economics, JSC;LT;University;1601;32
Viešoji istaiga LCC Tarptautinis universitetas;LCC International university;LT;University;477;0
Vilniaus kolegija;Vilnius College;LT;College;6731;a
Vilniaus technologiju ir dizaino kolegija;Vilnius College of Technologies and Design;LT;College;c;c
Kauno kolegija;Kaunas College;LT;College;6853;a
Kauno technikos kolegija;Kaunas Technical College;LT;College;1568;a
Kauno mišku ir aplinkos inžinerijos kolegija;Kaunas College of Forestry and Environmental Engineering;LT;College;971;a
Klaipedos valstybine kolegija;Klaipeda State College;LT;College;3215;a
Lietuvos aukštoji jureivystes mokykla;Lithuanian Maritime Academy;LT;College;1384;a
Alytaus kolegija;Alytaus College;LT;College;c;c
Panevežio kolegija;Panevėžys College;LT;College;1425;a
Šiauliu valstybine kolegija;Siauliai State College;LT;College;2332;a
Marijampoles kolegija;Marijampole College;LT;College;811;a
Utenos kolegija;Utena University of Applied Sciences;LT;College;1843;a
Žemaitijos kolegija;Zemaitija College;LT;College;c;c
Tarptautine teises ir verslo aukštoji mokykla, UAB;International School of Law and Business;LT;College;797;a
Viešoji istaiga Vilniaus verslo kolegija;Vilnius Business College;LT;College;529;a
Vilniaus kooperacijos kolegija, VšI;Vilnius Co-operative College;LT;College;445;a
Viešoji istaiga Kolpingo kolegija;Kolping College;LT;College;269;a
Viešoji istaiga Socialiniu mokslu kolegija;University of Applied Social Sciences;LT;College;2331;a
"Viešoji istaiga ""Europos Humanitarinis Universitetas""";European Humanities University;LT;University;c;c
Vilniaus dizaino kolegija;Vilnius College of Design;LT;College;529;a
V.A. Graiciuno aukštoji vadybos mokykla;V. A. Graiciunas Higher School of Management;LT;College;c;c
Viešoji istaiga Šiaures Lietuvos kolegija;Northern Lithuania College;LT;College;c;c
Viešoji istaiga Lietuvos verslo kolegija;Public Institution Lithuania Business University of Applied Sciences;LT;College;c;c
Lietuvos sveikatos mokslu universitetas;Lithuanian University of Health Sciences;LT;University;6658;261
"Balstoges universiteto filialas ""Ekonomikos-informatikos fakultetas""";"The Branch of the University of Bialystok ""Faculty of Economics and Informatics""";LT;University;405;a
Šv. Ignaco Lojolos kolegija;St. Ignatius of Loyola College;LT;College;c;c
Université du Luxembourg;University of Luxembourg;LU;University;4534;603
LUNEX University;LUNEX University;LU;University;m;a
Latvijas Universitate;University of Latvia;LV;University;12057;693
Rigas Tehniska universitate;Riga Technical University;LV;University;14409;588
Rigas Stradina universitate;Riga Stradinš University;LV;University;8024;214
Latvijas Lauksaimniecibas universitate;Latvia University of Agriculture;LV;University;4039;184
Daugavpils Universitate;Daugavpils University;LV;University;2165;149
Liepajas Universitate;Liepaja University;LV;University;1315;27
Latvijas Kulturas akademija;Latvian Academy of Culture;LV;State institution of higher education;538;18
Latvijas Makslas akademija;Art Academy of Latvia;LV;State institution of higher education;793;44
Jazepa Vitola Latvijas Muzikas akademija;Jazeps Vitols Latvian Academy of Music;LV;State institution of higher education;491;10
Latvijas Sporta Pedagogijas akademija;Latvian Academy of Sport Education;LV;State institution of higher education;1421;34
Latvijas Juras akademija;Latvian Maritime Academy;LV;State institution of higher education;846;a
Rigas Pedagogijas un izglitibas vadibas augstskola;Riga Teacher Training and Educational Management Academy;LV;State institution of higher education;3483;31
Rēzeknes Tehnoloģiju akadēmija;Rezekne Academy of Technologies;LV;State institution of higher education;1849;27
"Rigas Ekonomikas augstskola ""Stockholm School of Economics in Riga""";Stockholm School of Economics in Riga;LV;Juridical persons established institution of higher education;489;a
Ventspils augstskola;Ventspils University College;LV;State institution of higher education;823;45
Vidzemes augstskola;Vidzeme University of Applied Sciences;LV;State institution of higher education;821;s
Banku augstskola;BA School of Business and Finance;LV;State institution of higher education;1423;35
